,passengers,distance,fare,tip,tolls,total,color,payment,pickup_zone,dropoff_zone,pickup_borough,dropoff_borough,Pday,Pmonth,Pyear,Phour,Dday,Dmonth,Dyear,Dhour,trip
3895,1,0.2,3.5,1.36,0.0,8.16,yellow,credit card,Penn Station/Madison Sq West,Garment District,Manhattan,Manhattan,4,3,2019,15,4,3,2019,15,ManhattanManhattan
3896,1,2.96,12.5,3.26,0.0,19.56,yellow,credit card,Gramercy,Sutton Place/Turtle Bay North,Manhattan,Manhattan,2,3,2019,21,2,3,2019,22,ManhattanManhattan
3897,1,9.5,29.0,7.8,5.76,46.86,yellow,credit card,LaGuardia Airport,Midtown East,Queens,Manhattan,3,3,2019,18,3,3,2019,19,QueensManhattan
3898,2,1.67,7.5,1.66,0.0,9.96,yellow,credit card,Carroll Gardens,Brooklyn Heights,Brooklyn,Brooklyn,1,3,2019,7,1,3,2019,7,BrooklynBrooklyn
3899,2,2.54,12.5,3.16,0.0,18.96,yellow,credit card,East Village,Midtown South,Manhattan,Manhattan,5,3,2019,12,5,3,2019,12,ManhattanManhattan
3900,1,1.2,7.5,2.16,0.0,12.96,yellow,credit card,Upper East Side South,Midtown North,Manhattan,Manhattan,2,3,2019,7,2,3,2019,7,ManhattanManhattan
3901,1,0.79,4.0,1.0,0.0,8.3,yellow,credit card,Upper East Side South,Lenox Hill West,Manhattan,Manhattan,0,3,2019,7,0,3,2019,7,ManhattanManhattan
3902,1,2.43,18.5,4.36,0.0,26.16,yellow,credit card,West Chelsea/Hudson Yards,Midtown Center,Manhattan,Manhattan,2,3,2019,9,2,3,2019,9,ManhattanManhattan
3903,1,2.7,10.0,2.65,0.0,15.95,yellow,credit card,Yorkville West,Midtown East,Manhattan,Manhattan,1,3,2019,5,1,3,2019,6,ManhattanManhattan
3904,1,3.33,20.5,4.96,0.0,29.76,yellow,credit card,Kips Bay,Long Island City/Hunters Point,Manhattan,Queens,4,3,2019,17,4,3,2019,17,ManhattanQueens
3905,1,3.8,17.0,6.05,0.0,26.35,yellow,credit card,Upper East Side North,West Chelsea/Hudson Yards,Manhattan,Manhattan,6,3,2019,12,6,3,2019,12,ManhattanManhattan
3906,1,1.0,7.0,0.0,0.0,10.3,yellow,cash,Lincoln Square West,West Chelsea/Hudson Yards,Manhattan,Manhattan,0,3,2019,14,0,3,2019,14,ManhattanManhattan
3907,5,8.37,27.0,3.0,0.0,34.3,yellow,credit card,Yorkville West,Williamsburg (North Side),Manhattan,Brooklyn,2,3,2019,18,2,3,2019,19,ManhattanBrooklyn
3908,1,4.54,17.0,2.0,0.0,19.8,yellow,credit card,Manhattan Valley,Washington Heights South,Manhattan,Manhattan,0,3,2019,9,0,3,2019,10,ManhattanManhattan
3909,1,0.64,6.0,1.5,0.0,10.8,yellow,credit card,Upper East Side South,Lenox Hill East,Manhattan,Manhattan,2,3,2019,11,2,3,2019,11,ManhattanManhattan
3910,1,5.0,16.5,4.05,0.0,24.35,yellow,credit card,Financial District South,Murray Hill,Manhattan,Manhattan,5,3,2019,5,5,3,2019,5,ManhattanManhattan
3911,1,0.9,8.0,0.0,0.0,11.8,yellow,cash,Garment District,Midtown North,Manhattan,Manhattan,3,3,2019,20,3,3,2019,20,ManhattanManhattan
3912,2,19.3,52.0,11.05,0.0,66.35,yellow,credit card,JFK Airport,Alphabet City,Queens,Manhattan,2,3,2019,23,2,3,2019,23,QueensManhattan
3913,1,7.27,30.0,6.86,0.0,41.16,yellow,credit card,Upper East Side South,Hudson Sq,Manhattan,Manhattan,3,3,2019,16,3,3,2019,16,ManhattanManhattan
3914,1,10.41,36.0,8.0,5.76,53.06,yellow,credit card,LaGuardia Airport,Hudson Sq,Queens,Manhattan,3,3,2019,9,3,3,2019,10,QueensManhattan
3915,3,3.03,17.0,0.0,0.0,20.3,yellow,cash,West Village,Times Sq/Theatre District,Manhattan,Manhattan,1,3,2019,10,1,3,2019,10,ManhattanManhattan
3916,1,1.35,20.0,0.0,0.0,23.3,yellow,cash,Clinton East,UN/Turtle Bay South,Manhattan,Manhattan,4,3,2019,10,4,3,2019,11,ManhattanManhattan
3917,1,1.57,7.5,2.26,0.0,13.56,yellow,credit card,TriBeCa/Civic Center,TriBeCa/Civic Center,Manhattan,Manhattan,4,3,2019,1,4,3,2019,2,ManhattanManhattan
3918,1,2.32,11.5,3.16,0.0,18.96,yellow,credit card,Battery Park City,Greenwich Village North,Manhattan,Manhattan,4,3,2019,17,4,3,2019,17,ManhattanManhattan
3919,1,6.71,28.5,6.36,0.0,38.16,yellow,credit card,Midtown East,TriBeCa/Civic Center,Manhattan,Manhattan,1,3,2019,9,1,3,2019,9,ManhattanManhattan
3920,1,1.04,7.0,1.0,0.0,8.8,yellow,credit card,East Harlem South,Central Park,Manhattan,Manhattan,4,3,2019,8,4,3,2019,8,ManhattanManhattan
3921,1,2.54,14.0,3.46,0.0,20.76,yellow,credit card,Clinton East,Upper West Side South,Manhattan,Manhattan,4,3,2019,10,4,3,2019,10,ManhattanManhattan
3922,1,1.01,7.5,1.7,0.0,13.0,yellow,credit card,Murray Hill,Murray Hill,Manhattan,Manhattan,4,3,2019,19,4,3,2019,20,ManhattanManhattan
3923,1,1.93,9.5,0.0,0.0,13.3,yellow,cash,Times Sq/Theatre District,Upper West Side South,Manhattan,Manhattan,2,3,2019,20,2,3,2019,20,ManhattanManhattan
3924,2,0.6,4.5,1.32,0.0,10.12,yellow,credit card,East Harlem South,Upper East Side North,Manhattan,Manhattan,4,3,2019,19,4,3,2019,19,ManhattanManhattan
3925,1,1.63,9.5,1.28,0.0,14.08,yellow,credit card,Flatiron,Clinton East,Manhattan,Manhattan,6,3,2019,13,6,3,2019,13,ManhattanManhattan
3926,5,6.39,21.0,4.96,0.0,29.76,yellow,credit card,Murray Hill,DUMBO/Vinegar Hill,Manhattan,Brooklyn,0,3,2019,22,0,3,2019,22,ManhattanBrooklyn
3927,1,4.5,18.0,2.0,0.0,23.8,yellow,credit card,Times Sq/Theatre District,Central Harlem North,Manhattan,Manhattan,5,3,2019,23,5,3,2019,23,ManhattanManhattan
3928,3,2.3,10.5,2.86,0.0,17.16,yellow,credit card,Lincoln Square East,Yorkville West,Manhattan,Manhattan,3,3,2019,23,3,3,2019,23,ManhattanManhattan
3929,2,1.21,8.0,2.26,0.0,13.56,yellow,credit card,Clinton East,Penn Station/Madison Sq West,Manhattan,Manhattan,5,3,2019,19,5,3,2019,19,ManhattanManhattan
3930,1,0.6,4.5,0.0,0.0,8.8,yellow,cash,Lenox Hill East,Lenox Hill East,Manhattan,Manhattan,4,3,2019,19,4,3,2019,19,ManhattanManhattan
3931,1,1.54,8.0,2.36,0.0,14.16,yellow,credit card,Midtown South,Times Sq/Theatre District,Manhattan,Manhattan,0,3,2019,22,0,3,2019,22,ManhattanManhattan
3932,2,15.05,42.5,0.0,0.0,44.3,yellow,cash,JFK Airport,Astoria,Queens,Queens,3,3,2019,18,3,3,2019,19,QueensQueens
3933,1,1.68,8.0,0.0,0.0,11.3,yellow,cash,Midtown Center,Greenwich Village North,Manhattan,Manhattan,0,3,2019,13,0,3,2019,13,ManhattanManhattan
3934,1,0.5,6.5,0.0,0.0,7.3,yellow,cash,Carroll Gardens,Cobble Hill,Brooklyn,Brooklyn,2,3,2019,7,2,3,2019,7,BrooklynBrooklyn
3935,1,1.31,7.5,2.26,0.0,13.56,yellow,credit card,Clinton East,Murray Hill,Manhattan,Manhattan,6,3,2019,3,6,3,2019,3,ManhattanManhattan
3936,1,1.81,9.5,2.66,0.0,15.96,yellow,credit card,East Village,TriBeCa/Civic Center,Manhattan,Manhattan,1,3,2019,21,1,3,2019,22,ManhattanManhattan
3937,1,2.7,16.0,4.05,0.0,24.35,yellow,credit card,Midtown Center,Little Italy/NoLiTa,Manhattan,Manhattan,2,3,2019,18,2,3,2019,18,ManhattanManhattan
3938,1,1.3,8.0,0.0,0.0,11.3,yellow,cash,Flatiron,Hudson Sq,Manhattan,Manhattan,1,3,2019,14,1,3,2019,14,ManhattanManhattan
3939,1,1.1,9.0,2.45,0.0,14.75,yellow,credit card,West Village,Gramercy,Manhattan,Manhattan,3,3,2019,9,3,3,2019,10,ManhattanManhattan
3940,3,1.0,7.0,2.26,0.0,13.56,yellow,credit card,Flatiron,Murray Hill,Manhattan,Manhattan,4,3,2019,18,4,3,2019,18,ManhattanManhattan
3941,1,1.58,9.0,0.0,0.0,12.3,yellow,cash,Times Sq/Theatre District,UN/Turtle Bay South,Manhattan,Manhattan,5,3,2019,10,5,3,2019,10,ManhattanManhattan
3942,5,1.69,8.5,0.0,0.0,12.3,yellow,cash,Midtown North,Upper East Side North,Manhattan,Manhattan,2,3,2019,22,2,3,2019,22,ManhattanManhattan
3943,1,1.63,11.0,2.86,0.0,17.16,yellow,credit card,Midtown South,Greenwich Village South,Manhattan,Manhattan,5,3,2019,12,5,3,2019,12,ManhattanManhattan
3944,1,3.47,12.0,0.0,0.0,12.8,yellow,credit card,South Ozone Park,Saint Albans,Queens,Queens,6,3,2019,8,6,3,2019,9,QueensQueens
3945,2,0.64,5.5,1.96,0.0,11.76,yellow,credit card,Murray Hill,Midtown South,Manhattan,Manhattan,2,3,2019,17,2,3,2019,17,ManhattanManhattan
3946,1,17.0,52.0,15.26,5.76,76.32,yellow,credit card,Murray Hill,Richmond Hill,Manhattan,Queens,6,3,2019,7,6,3,2019,7,ManhattanQueens
3947,2,0.55,3.5,0.0,0.0,7.3,yellow,credit card,UN/Turtle Bay South,Murray Hill,Manhattan,Manhattan,2,3,2019,20,2,3,2019,20,ManhattanManhattan
3948,1,0.37,3.5,0.0,0.0,6.8,yellow,cash,Garment District,Clinton East,Manhattan,Manhattan,5,3,2019,9,5,3,2019,9,ManhattanManhattan
3949,3,0.7,4.5,0.83,0.0,9.13,yellow,credit card,East Village,Hudson Sq,Manhattan,Manhattan,5,3,2019,4,5,3,2019,4,ManhattanManhattan
3950,2,8.77,28.0,2.0,0.0,33.3,yellow,credit card,Upper East Side North,TriBeCa/Civic Center,Manhattan,Manhattan,3,3,2019,7,3,3,2019,7,ManhattanManhattan
3951,1,0.76,5.5,1.76,0.0,10.56,yellow,credit card,Lenox Hill West,Lenox Hill West,Manhattan,Manhattan,0,3,2019,7,0,3,2019,7,ManhattanManhattan
3952,1,2.53,9.0,0.0,0.0,12.3,yellow,cash,Lenox Hill East,East Harlem North,Manhattan,Manhattan,0,3,2019,15,0,3,2019,15,ManhattanManhattan
3953,1,2.2,12.0,3.05,0.0,18.35,yellow,credit card,East Village,Penn Station/Madison Sq West,Manhattan,Manhattan,6,3,2019,14,6,3,2019,14,ManhattanManhattan
3954,1,1.42,6.0,1.86,0.0,11.16,yellow,credit card,Garment District,Midtown North,Manhattan,Manhattan,0,3,2019,6,0,3,2019,6,ManhattanManhattan
3955,1,6.85,27.0,0.0,0.0,31.3,yellow,cash,Garment District,Central Harlem,Manhattan,Manhattan,2,3,2019,17,2,3,2019,17,ManhattanManhattan
3957,1,1.65,7.0,2.16,0.0,12.96,yellow,credit card,Clinton East,Flatiron,Manhattan,Manhattan,6,3,2019,4,6,3,2019,4,ManhattanManhattan
3958,1,19.11,52.0,11.71,5.76,70.27,yellow,credit card,Bloomingdale,JFK Airport,Manhattan,Queens,4,3,2019,5,4,3,2019,6,ManhattanQueens
3959,1,3.4,14.5,3.55,0.0,21.35,yellow,credit card,Upper East Side North,Union Sq,Manhattan,Manhattan,6,3,2019,19,6,3,2019,19,ManhattanManhattan
3960,1,0.72,6.5,0.0,0.0,9.8,yellow,cash,Midtown Center,Upper East Side South,Manhattan,Manhattan,2,3,2019,11,2,3,2019,11,ManhattanManhattan
3961,1,2.93,12.5,3.36,0.0,20.16,yellow,credit card,Times Sq/Theatre District,Yorkville West,Manhattan,Manhattan,4,3,2019,18,4,3,2019,18,ManhattanManhattan
3962,5,10.72,32.0,0.0,5.76,39.06,yellow,cash,LaGuardia Airport,Pelham Parkway,Queens,Bronx,6,3,2019,23,0,3,2019,0,QueensBronx
3963,1,2.91,12.0,0.0,0.0,12.8,yellow,cash,East Flatbush/Remsen Village,Starrett City,Brooklyn,Brooklyn,6,3,2019,11,6,3,2019,11,BrooklynBrooklyn
3964,1,7.93,28.5,8.08,0.0,40.38,yellow,credit card,Garment District,Central Harlem North,Manhattan,Manhattan,4,3,2019,19,4,3,2019,20,ManhattanManhattan
3965,1,1.23,7.5,1.19,0.0,12.49,yellow,credit card,Garment District,Flatiron,Manhattan,Manhattan,5,3,2019,22,5,3,2019,23,ManhattanManhattan
3966,1,3.4,17.0,4.15,0.0,24.95,yellow,credit card,Upper East Side South,Greenwich Village South,Manhattan,Manhattan,4,3,2019,20,4,3,2019,21,ManhattanManhattan
3967,1,1.5,7.0,0.0,0.0,10.3,yellow,cash,Upper East Side North,Upper East Side South,Manhattan,Manhattan,0,3,2019,8,0,3,2019,8,ManhattanManhattan
3968,1,1.2,6.0,0.0,0.0,9.8,yellow,cash,TriBeCa/Civic Center,Chinatown,Manhattan,Manhattan,6,3,2019,0,6,3,2019,0,ManhattanManhattan
3969,1,3.7,18.5,5.45,0.0,27.25,yellow,credit card,Yorkville West,Penn Station/Madison Sq West,Manhattan,Manhattan,3,3,2019,8,3,3,2019,8,ManhattanManhattan
3970,5,2.72,12.0,0.0,0.0,15.3,yellow,cash,Midtown East,East Harlem South,Manhattan,Manhattan,1,3,2019,7,1,3,2019,7,ManhattanManhattan
3971,1,1.1,6.5,0.0,0.0,9.8,yellow,cash,Gramercy,Murray Hill,Manhattan,Manhattan,2,3,2019,10,2,3,2019,10,ManhattanManhattan
3972,1,1.39,12.0,0.0,0.0,15.3,yellow,cash,Murray Hill,Clinton East,Manhattan,Manhattan,0,3,2019,13,0,3,2019,13,ManhattanManhattan
3973,2,1.3,7.5,0.0,0.0,8.3,yellow,cash,Manhattan Valley,Central Harlem,Manhattan,Manhattan,6,3,2019,15,6,3,2019,15,ManhattanManhattan
3974,1,1.1,9.5,3.45,0.0,17.25,yellow,credit card,Penn Station/Madison Sq West,Midtown South,Manhattan,Manhattan,1,3,2019,19,1,3,2019,19,ManhattanManhattan
3975,1,9.2,33.5,4.36,5.76,47.92,yellow,credit card,UN/Turtle Bay South,LaGuardia Airport,Manhattan,Queens,4,3,2019,17,4,3,2019,18,ManhattanQueens
3976,3,0.22,3.0,0.0,0.0,7.3,yellow,cash,Midtown North,Midtown Center,Manhattan,Manhattan,4,3,2019,18,4,3,2019,18,ManhattanManhattan
3977,4,15.64,50.0,0.0,5.76,60.06,yellow,cash,LaGuardia Airport,Battery Park City,Queens,Manhattan,4,3,2019,16,4,3,2019,17,QueensManhattan
3978,1,2.45,11.0,0.0,0.0,14.3,yellow,cash,Upper West Side North,East Harlem South,Manhattan,Manhattan,0,3,2019,8,0,3,2019,8,ManhattanManhattan
3979,1,0.58,5.5,0.0,0.0,9.8,yellow,cash,Greenwich Village South,Lower East Side,Manhattan,Manhattan,4,3,2019,19,4,3,2019,19,ManhattanManhattan
3980,1,3.9,13.0,3.35,0.0,20.15,yellow,credit card,Lincoln Square East,Greenwich Village North,Manhattan,Manhattan,2,3,2019,2,2,3,2019,2,ManhattanManhattan
3981,1,0.3,4.0,0.37,0.0,7.67,yellow,credit card,Midtown South,Murray Hill,Manhattan,Manhattan,5,3,2019,18,5,3,2019,18,ManhattanManhattan
3982,1,2.9,11.5,3.06,0.0,18.36,yellow,credit card,Upper West Side South,Penn Station/Madison Sq West,Manhattan,Manhattan,2,3,2019,22,2,3,2019,23,ManhattanManhattan
3984,1,0.7,4.5,1.66,0.0,9.96,yellow,credit card,Midtown East,Midtown East,Manhattan,Manhattan,1,3,2019,1,1,3,2019,1,ManhattanManhattan
3985,1,3.3,16.0,4.05,0.0,24.35,yellow,credit card,West Chelsea/Hudson Yards,Greenwich Village South,Manhattan,Manhattan,4,3,2019,15,4,3,2019,16,ManhattanManhattan
3986,1,0.4,4.5,0.0,0.0,7.8,yellow,cash,Lenox Hill West,Lenox Hill East,Manhattan,Manhattan,2,3,2019,7,2,3,2019,7,ManhattanManhattan
3987,2,0.99,6.5,2.16,0.0,12.96,yellow,credit card,Greenwich Village North,Stuy Town/Peter Cooper Village,Manhattan,Manhattan,0,3,2019,17,0,3,2019,17,ManhattanManhattan
3988,1,1.8,10.5,2.0,0.0,15.8,yellow,credit card,West Chelsea/Hudson Yards,Kips Bay,Manhattan,Manhattan,0,3,2019,13,0,3,2019,13,ManhattanManhattan
3989,1,1.82,12.0,0.0,0.0,15.3,yellow,cash,Greenwich Village North,Kips Bay,Manhattan,Manhattan,5,3,2019,17,5,3,2019,17,ManhattanManhattan
3990,1,0.86,5.0,1.25,0.0,9.55,yellow,credit card,Yorkville East,Lenox Hill East,Manhattan,Manhattan,3,3,2019,7,3,3,2019,7,ManhattanManhattan
3991,1,2.0,12.0,3.05,0.0,18.35,yellow,credit card,Lincoln Square West,Yorkville West,Manhattan,Manhattan,6,3,2019,11,6,3,2019,11,ManhattanManhattan
3992,5,10.9,34.5,8.71,5.76,52.27,yellow,credit card,LaGuardia Airport,Lincoln Square East,Queens,Manhattan,5,3,2019,8,5,3,2019,8,QueensManhattan
3993,2,3.03,12.0,1.2,0.0,17.5,yellow,credit card,Midtown Center,East Harlem South,Manhattan,Manhattan,4,3,2019,17,4,3,2019,17,ManhattanManhattan
3994,6,2.89,12.0,0.0,0.0,15.3,yellow,cash,TriBeCa/Civic Center,Penn Station/Madison Sq West,Manhattan,Manhattan,0,3,2019,15,0,3,2019,15,ManhattanManhattan
3995,1,5.67,19.0,4.56,0.0,27.36,yellow,credit card,Union Sq,Morningside Heights,Manhattan,Manhattan,4,3,2019,0,4,3,2019,0,ManhattanManhattan
3996,1,0.55,4.0,0.0,0.0,4.8,yellow,cash,Washington Heights South,Hamilton Heights,Manhattan,Manhattan,0,3,2019,7,0,3,2019,7,ManhattanManhattan
3997,1,1.2,6.0,1.4,0.0,10.7,yellow,credit card,East Village,Midtown South,Manhattan,Manhattan,5,3,2019,15,5,3,2019,15,ManhattanManhattan
3998,1,2.11,10.0,2.5,0.0,16.8,yellow,credit card,Lincoln Square East,Yorkville West,Manhattan,Manhattan,4,3,2019,19,4,3,2019,20,ManhattanManhattan
3999,1,6.08,23.5,0.0,0.0,26.8,yellow,cash,TriBeCa/Civic Center,Times Sq/Theatre District,Manhattan,Manhattan,4,3,2019,11,4,3,2019,12,ManhattanManhattan
4000,1,1.37,6.5,1.96,0.0,11.76,yellow,credit card,Lincoln Square West,Central Park,Manhattan,Manhattan,2,3,2019,6,2,3,2019,6,ManhattanManhattan
4001,3,2.2,12.5,2.37,0.0,18.17,yellow,credit card,Penn Station/Madison Sq West,Sutton Place/Turtle Bay North,Manhattan,Manhattan,4,3,2019,14,4,3,2019,14,ManhattanManhattan
4002,3,10.7,39.0,9.1,5.76,54.66,yellow,credit card,Manhattan Valley,LaGuardia Airport,Manhattan,Queens,5,3,2019,8,5,3,2019,9,ManhattanQueens
4003,1,2.1,9.0,0.0,0.0,10.3,yellow,credit card,Downtown Brooklyn/MetroTech,Prospect Park,Brooklyn,Brooklyn,4,3,2019,3,4,3,2019,3,BrooklynBrooklyn
4004,2,2.23,11.0,0.0,0.0,14.3,yellow,credit card,Midtown East,East Chelsea,Manhattan,Manhattan,6,3,2019,12,6,3,2019,12,ManhattanManhattan
4005,1,0.8,4.5,0.0,0.0,8.3,yellow,cash,Clinton East,Garment District,Manhattan,Manhattan,3,3,2019,0,3,3,2019,0,ManhattanManhattan
4006,1,1.5,11.0,3.55,0.0,17.85,yellow,credit card,Sutton Place/Turtle Bay North,Clinton West,Manhattan,Manhattan,5,3,2019,13,5,3,2019,13,ManhattanManhattan
4007,1,3.85,15.5,4.7,0.0,23.5,yellow,credit card,Upper East Side South,East Village,Manhattan,Manhattan,5,3,2019,13,5,3,2019,13,ManhattanManhattan
4008,1,2.28,12.0,3.06,0.0,18.36,yellow,credit card,Upper West Side South,Garment District,Manhattan,Manhattan,4,3,2019,12,4,3,2019,12,ManhattanManhattan
4009,1,2.67,15.0,3.76,0.0,22.56,yellow,credit card,Midtown South,Lower East Side,Manhattan,Manhattan,5,3,2019,23,6,3,2019,0,ManhattanManhattan
4010,3,1.9,14.5,0.0,0.0,17.8,yellow,cash,Midtown North,Penn Station/Madison Sq West,Manhattan,Manhattan,5,3,2019,17,5,3,2019,18,ManhattanManhattan
4011,5,0.59,5.0,0.0,0.0,8.3,yellow,cash,Manhattan Valley,Upper West Side North,Manhattan,Manhattan,5,3,2019,11,5,3,2019,11,ManhattanManhattan
4012,1,3.82,16.0,3.0,0.0,22.8,yellow,credit card,Gramercy,Upper East Side North,Manhattan,Manhattan,2,3,2019,23,2,3,2019,23,ManhattanManhattan
4013,1,2.2,11.0,2.85,0.0,17.15,yellow,credit card,East Village,East Chelsea,Manhattan,Manhattan,6,3,2019,10,6,3,2019,11,ManhattanManhattan
4014,1,1.67,10.5,2.76,0.0,16.56,yellow,credit card,Lincoln Square East,Clinton East,Manhattan,Manhattan,1,3,2019,8,1,3,2019,8,ManhattanManhattan
4015,2,2.69,12.0,3.06,0.0,18.36,yellow,credit card,Upper East Side North,Clinton East,Manhattan,Manhattan,1,3,2019,13,1,3,2019,13,ManhattanManhattan
4016,2,1.59,7.5,0.0,0.0,10.8,yellow,cash,Lower East Side,Union Sq,Manhattan,Manhattan,6,3,2019,10,6,3,2019,10,ManhattanManhattan
4017,1,0.48,4.5,1.0,0.0,8.8,yellow,credit card,Midtown East,Sutton Place/Turtle Bay North,Manhattan,Manhattan,3,3,2019,12,3,3,2019,12,ManhattanManhattan
4018,1,1.6,10.0,2.15,0.0,16.45,yellow,credit card,Clinton East,Lincoln Square East,Manhattan,Manhattan,3,3,2019,17,3,3,2019,18,ManhattanManhattan
4019,1,1.65,9.5,1.28,0.0,14.08,yellow,credit card,Lenox Hill East,Midtown East,Manhattan,Manhattan,4,3,2019,10,4,3,2019,11,ManhattanManhattan
4021,1,1.0,9.0,3.05,0.0,15.35,yellow,credit card,Times Sq/Theatre District,Penn Station/Madison Sq West,Manhattan,Manhattan,2,3,2019,14,2,3,2019,14,ManhattanManhattan
4022,2,0.68,5.0,1.66,0.0,9.96,yellow,credit card,Clinton East,Clinton West,Manhattan,Manhattan,0,3,2019,12,0,3,2019,12,ManhattanManhattan
4023,1,2.52,16.0,4.06,0.0,24.36,yellow,credit card,Greenwich Village North,Midtown North,Manhattan,Manhattan,1,3,2019,18,1,3,2019,18,ManhattanManhattan
4024,1,4.46,18.0,6.39,0.0,27.69,yellow,credit card,Greenwich Village North,Yorkville West,Manhattan,Manhattan,5,3,2019,16,5,3,2019,17,ManhattanManhattan
4025,1,5.8,21.0,4.85,0.0,29.15,yellow,credit card,Midtown East,Financial District North,Manhattan,Manhattan,1,3,2019,14,1,3,2019,15,ManhattanManhattan
4026,2,1.35,10.5,2.76,0.0,16.56,yellow,credit card,Murray Hill,Midtown Center,Manhattan,Manhattan,2,3,2019,14,2,3,2019,14,ManhattanManhattan
4027,1,1.09,6.0,0.0,0.0,7.3,yellow,cash,Brooklyn Heights,Columbia Street,Brooklyn,Brooklyn,6,3,2019,22,6,3,2019,22,BrooklynBrooklyn
4028,3,1.2,8.0,2.25,0.0,13.55,yellow,credit card,TriBeCa/Civic Center,World Trade Center,Manhattan,Manhattan,2,3,2019,7,2,3,2019,8,ManhattanManhattan
4029,1,1.33,6.0,0.0,0.0,9.3,yellow,cash,Clinton West,West Chelsea/Hudson Yards,Manhattan,Manhattan,1,3,2019,7,1,3,2019,7,ManhattanManhattan
4030,1,0.7,5.0,0.0,0.0,8.3,yellow,cash,Midtown South,Murray Hill,Manhattan,Manhattan,0,3,2019,14,0,3,2019,14,ManhattanManhattan
4031,1,1.8,11.0,2.0,0.0,17.3,yellow,credit card,Gramercy,Meatpacking/West Village West,Manhattan,Manhattan,3,3,2019,18,3,3,2019,18,ManhattanManhattan
4032,2,1.66,14.5,0.0,0.0,17.8,yellow,cash,Penn Station/Madison Sq West,West Chelsea/Hudson Yards,Manhattan,Manhattan,3,3,2019,18,3,3,2019,18,ManhattanManhattan
4033,1,2.58,11.0,1.0,0.0,15.3,yellow,credit card,Morningside Heights,Central Park,Manhattan,Manhattan,6,3,2019,10,6,3,2019,10,ManhattanManhattan
4034,1,2.3,14.5,4.45,0.0,22.25,yellow,credit card,Penn Station/Madison Sq West,Upper East Side South,Manhattan,Manhattan,1,3,2019,11,1,3,2019,11,ManhattanManhattan
4035,1,2.05,18.5,0.0,0.0,21.8,yellow,cash,UN/Turtle Bay South,Garment District,Manhattan,Manhattan,2,3,2019,10,2,3,2019,11,ManhattanManhattan
4036,1,0.6,6.0,1.85,0.0,11.15,yellow,credit card,Clinton East,East Chelsea,Manhattan,Manhattan,4,3,2019,8,4,3,2019,8,ManhattanManhattan
4037,1,1.68,10.0,0.0,0.0,13.3,yellow,cash,Upper East Side North,Midtown East,Manhattan,Manhattan,6,3,2019,15,6,3,2019,16,ManhattanManhattan
4038,1,6.16,35.0,0.0,0.0,36.8,yellow,credit card,Union Sq,Stuyvesant Heights,Manhattan,Brooklyn,3,3,2019,17,3,3,2019,18,ManhattanBrooklyn
4039,1,6.26,22.5,5.26,0.0,31.56,yellow,credit card,UN/Turtle Bay South,Central Harlem North,Manhattan,Manhattan,3,3,2019,23,3,3,2019,23,ManhattanManhattan
4040,1,1.0,7.5,3.2,0.0,14.0,yellow,credit card,Midtown South,Kips Bay,Manhattan,Manhattan,4,3,2019,6,4,3,2019,6,ManhattanManhattan
4041,1,2.1,9.5,2.75,0.0,16.55,yellow,credit card,Midtown North,Central Park,Manhattan,Manhattan,1,3,2019,18,1,3,2019,18,ManhattanManhattan
4042,1,2.4,11.0,2.95,0.0,17.75,yellow,credit card,Greenwich Village South,Midtown Center,Manhattan,Manhattan,5,3,2019,23,5,3,2019,23,ManhattanManhattan
4043,1,0.55,4.5,1.56,0.0,9.36,yellow,credit card,Lincoln Square East,Lincoln Square West,Manhattan,Manhattan,4,3,2019,15,4,3,2019,15,ManhattanManhattan
4044,2,0.4,5.0,2.45,0.0,10.75,yellow,credit card,Clinton East,Midtown Center,Manhattan,Manhattan,2,3,2019,8,2,3,2019,8,ManhattanManhattan
4045,1,2.23,9.5,3.32,0.0,16.62,yellow,credit card,Midtown East,Yorkville West,Manhattan,Manhattan,5,3,2019,22,5,3,2019,22,ManhattanManhattan
4046,1,1.1,6.0,0.0,0.0,9.8,yellow,cash,Lenox Hill West,Yorkville East,Manhattan,Manhattan,4,3,2019,20,4,3,2019,20,ManhattanManhattan
4047,1,1.13,6.5,1.96,0.0,11.76,yellow,credit card,Lenox Hill East,Upper East Side North,Manhattan,Manhattan,4,3,2019,15,4,3,2019,15,ManhattanManhattan
4048,2,1.6,7.0,2.06,0.0,12.36,yellow,credit card,Clinton East,Lincoln Square East,Manhattan,Manhattan,5,3,2019,13,5,3,2019,13,ManhattanManhattan
4049,1,2.1,11.5,3.15,0.0,18.95,yellow,credit card,Upper West Side North,Times Sq/Theatre District,Manhattan,Manhattan,3,3,2019,18,3,3,2019,18,ManhattanManhattan
4051,2,2.76,13.5,3.36,0.0,20.16,yellow,credit card,East Harlem South,Midtown Center,Manhattan,Manhattan,5,3,2019,17,5,3,2019,17,ManhattanManhattan
4052,1,1.35,9.0,0.0,0.0,12.8,yellow,cash,Lenox Hill East,Sutton Place/Turtle Bay North,Manhattan,Manhattan,2,3,2019,20,2,3,2019,20,ManhattanManhattan
4053,1,2.5,11.5,3.05,0.0,18.35,yellow,credit card,Lincoln Square East,Murray Hill,Manhattan,Manhattan,2,3,2019,23,2,3,2019,23,ManhattanManhattan
